#GPUs,s,Model,B,b,t,c,p,e,d,n,v,l,recompute,Peak Memory (GiB),Parameter+Gradient Memory (GiB),Optimizer Memory (GiB),Activation Memory (GiB),Output Memory (GiB),Recomputed Memory (GiB),KV Cache Memory (GiB),KV Gradient Memory (GiB),Bubble Ratio
256,262144,Mixtral-8x7B,16,1,1,16,16,4,1,1,2,1,full,19.05,7.34,2.39,5.88,0.00,3.44,0.00,0.00,31.91%
256,262144,Mixtral-8x7B,16,1,1,16,16,8,1,1,2,1,full,17.08,5.37,2.39,5.88,0.00,3.44,0.00,0.00,31.91%
256,262144,Mixtral-8x7B,16,1,1,32,8,1,1,1,4,1,full,41.74,35.37,2.21,2.44,0.00,1.72,0.00,0.00,9.86%
256,262144,Mixtral-8x7B,16,1,1,32,8,2,1,1,4,1,full,25.99,19.62,2.21,2.44,0.00,1.72,0.00,0.00,9.86%
256,262144,Mixtral-8x7B,16,1,1,32,8,4,1,1,4,1,full,18.12,11.75,2.21,2.44,0.00,1.72,0.00,0.00,9.86%
256,262144,Mixtral-8x7B,16,1,1,32,8,8,1,1,4,1,full,14.18,7.81,2.21,2.44,0.00,1.72,0.00,0.00,9.86%
256,262144,Mixtral-8x7B,16,1,1,32,4,2,2,1,8,1,full,42.34,36.31,2.12,2.19,0.00,1.72,0.00,0.00,4.48%
256,262144,Mixtral-8x7B,16,1,1,32,4,4,2,1,8,1,full,26.59,20.56,2.12,2.19,0.00,1.72,0.00,0.00,4.48%
256,262144,Mixtral-8x7B,16,1,1,32,4,8,2,1,8,1,full,18.71,12.69,2.12,2.19,0.00,1.72,0.00,0.00,4.48%
256,262144,Mixtral-8x7B,16,1,2,8,4,1,4,1,8,1,full,43.84,33.91,2.12,4.38,0.00,3.44,0.00,0.00,8.57%
256,262144,Mixtral-8x7B,16,1,2,8,8,1,2,1,4,1,full,28.21,17.69,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,262144,Mixtral-8x7B,16,1,2,8,16,1,1,1,2,1,full,21.28,9.58,2.39,5.88,0.00,3.44,0.00,0.00,31.91%
256,262144,Mixtral-8x7B,16,1,2,16,8,1,1,1,4,1,full,24.05,17.69,2.21,2.44,0.00,1.72,0.00,0.00,9.86%
256,262144,Mixtral-8x7B,16,1,2,16,4,1,2,1,8,1,full,39.93,33.91,2.12,2.19,0.00,1.72,0.00,0.00,4.48%
256,262144,Mixtral-8x7B,16,1,4,4,4,1,4,1,8,1,full,26.88,16.95,2.12,4.38,0.00,3.44,0.00,0.00,8.57%
256,262144,Mixtral-8x7B,16,1,4,4,8,1,2,1,4,1,full,19.37,8.84,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,262144,Mixtral-8x7B,16,1,4,4,16,1,1,1,2,1,full,16.50,4.79,2.39,5.88,0.00,3.44,0.00,0.00,31.91%
256,262144,Mixtral-8x7B,16,1,4,8,8,1,1,1,4,1,full,15.21,8.84,2.21,2.44,0.00,1.72,0.00,0.00,9.86%
256,262144,Mixtral-8x7B,16,1,4,8,4,1,2,1,8,1,full,22.98,16.95,2.12,2.19,0.00,1.72,0.00,0.00,4.48%
256,262144,Mixtral-8x7B,16,1,8,2,4,1,4,1,8,1,full,18.41,8.48,2.12,4.38,0.00,3.44,0.00,0.00,8.57%
256,262144,Mixtral-8x7B,16,1,8,2,8,1,2,1,4,1,full,14.95,4.42,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,262144,Mixtral-8x7B,16,1,8,2,16,1,1,1,2,1,full,14.10,2.39,2.39,5.88,0.00,3.44,0.00,0.00,31.91%
256,262144,Mixtral-8x7B,16,1,8,4,8,1,1,1,4,1,full,10.79,4.42,2.21,2.44,0.00,1.72,0.00,0.00,9.86%
256,262144,Mixtral-8x7B,16,1,8,4,4,1,2,1,8,1,full,14.50,8.48,2.12,2.19,0.00,1.72,0.00,0.00,4.48%
256,524288,Mixtral-8x7B,8,1,1,32,8,1,1,1,4,1,full,45.90,35.37,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,524288,Mixtral-8x7B,8,1,1,32,8,2,1,1,4,1,full,30.15,19.62,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,524288,Mixtral-8x7B,8,1,1,32,8,4,1,1,4,1,full,22.27,11.75,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,524288,Mixtral-8x7B,8,1,1,32,8,8,1,1,4,1,full,18.33,7.81,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,524288,Mixtral-8x7B,8,1,1,32,4,2,2,1,8,1,full,46.24,36.31,2.12,4.38,0.00,3.44,0.00,0.00,8.57%
256,524288,Mixtral-8x7B,8,1,1,32,4,4,2,1,8,1,full,30.49,20.56,2.12,4.38,0.00,3.44,0.00,0.00,8.57%
256,524288,Mixtral-8x7B,8,1,1,32,4,8,2,1,8,1,full,22.62,12.69,2.12,4.38,0.00,3.44,0.00,0.00,8.57%
256,524288,Mixtral-8x7B,8,1,2,16,8,1,1,1,4,1,full,28.21,17.69,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,524288,Mixtral-8x7B,8,1,2,16,4,1,2,1,8,1,full,43.84,33.91,2.12,4.38,0.00,3.44,0.00,0.00,8.57%
256,524288,Mixtral-8x7B,8,1,4,8,8,1,1,1,4,1,full,19.37,8.84,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,524288,Mixtral-8x7B,8,1,4,8,4,1,2,1,8,1,full,26.88,16.95,2.12,4.38,0.00,3.44,0.00,0.00,8.57%
256,524288,Mixtral-8x7B,8,1,8,4,8,1,1,1,4,1,full,14.95,4.42,2.21,4.88,0.00,3.44,0.00,0.00,17.95%
256,524288,Mixtral-8x7B,8,1,8,4,4,1,2,1,8,1,full,18.41,8.48,2.12,4.38,0.00,3.44,0.00,0.00,8.57%
256,262144,Mixtral-8x22B,16,1,1,16,4,8,4,1,14,1,full,56.43,34.92,6.26,11.06,0.00,4.19,0.00,0.00,5.08%
256,262144,Mixtral-8x22B,16,1,1,16,8,4,2,1,7,1,full,53.87,31.48,6.40,11.81,0.00,4.19,0.00,0.00,11.11%
256,262144,Mixtral-8x22B,16,1,1,16,8,8,2,1,7,1,full,42.06,19.66,6.40,11.81,0.00,4.19,0.00,0.00,11.11%
256,262144,Mixtral-8x22B,16,1,1,32,8,4,1,1,7,1,full,45.87,31.48,6.40,5.91,0.00,2.09,0.00,0.00,5.88%
256,262144,Mixtral-8x22B,16,1,1,32,8,8,1,1,7,1,full,34.06,19.66,6.40,5.91,0.00,2.09,0.00,0.00,5.88%
256,262144,Mixtral-8x22B,16,1,1,32,4,8,2,1,14,1,full,48.81,34.92,6.26,5.53,0.00,2.09,0.00,0.00,2.61%
256,262144,Mixtral-8x22B,16,1,4,4,8,1,2,1,7,1,full,47.98,25.59,6.40,11.81,0.00,4.19,0.00,0.00,11.11%
256,262144,Mixtral-8x22B,16,1,4,8,8,1,1,1,7,1,full,39.98,25.59,6.40,5.91,0.00,2.09,0.00,0.00,5.88%
256,262144,Mixtral-8x22B,16,1,8,2,4,1,4,1,14,1,full,46.55,25.04,6.26,11.06,0.00,4.19,0.00,0.00,5.08%
256,262144,Mixtral-8x22B,16,1,8,2,8,1,2,1,7,1,full,35.19,12.79,6.40,11.81,0.00,4.19,0.00,0.00,11.11%
256,262144,Mixtral-8x22B,16,1,8,4,8,1,1,1,7,1,full,27.19,12.79,6.40,5.91,0.00,2.09,0.00,0.00,5.88%
256,262144,Mixtral-8x22B,16,1,8,4,4,1,2,1,14,1,full,38.92,25.04,6.26,5.53,0.00,2.09,0.00,0.00,2.61%
256,524288,Mixtral-8x22B,8,1,1,32,8,4,1,1,7,1,full,53.87,31.48,6.40,11.81,0.00,4.19,0.00,0.00,11.11%
256,524288,Mixtral-8x22B,8,1,1,32,8,8,1,1,7,1,full,42.06,19.66,6.40,11.81,0.00,4.19,0.00,0.00,11.11%
256,524288,Mixtral-8x22B,8,1,1,32,4,8,2,1,14,1,full,56.43,34.92,6.26,11.06,0.00,4.19,0.00,0.00,5.08%
256,524288,Mixtral-8x22B,8,1,4,8,8,1,1,1,7,1,full,47.98,25.59,6.40,11.81,0.00,4.19,0.00,0.00,11.11%
256,524288,Mixtral-8x22B,8,1,8,4,8,1,1,1,7,1,full,35.19,12.79,6.40,11.81,0.00,4.19,0.00,0.00,11.11%
256,524288,Mixtral-8x22B,8,1,8,4,4,1,2,1,14,1,full,46.55,25.04,6.26,11.06,0.00,4.19,0.00,0.00,5.08%
