#GPUs,s,Model,B,b,t,c,p,e,d,n,v,l,recompute,Peak Memory (GiB),Parameter+Gradient Memory (GiB),Optimizer Memory (GiB),Activation Memory (GiB),Output Memory (GiB),Recomputed Memory (GiB),KV Cache Memory (GiB),KV Gradient Memory (GiB),Bubble Ratio
#128,65536,LLaMA-150B-GQA,64,1,4,2,16,1,1,16,6,1,no,47.88,13.00,13.00,20.92,0.24,0.00,0.00,0.70,0.24%
#128,65536,LLaMA-150B-GQA,64,1,8,1,8,1,2,8,12,1,no,63.68,13.00,13.00,36.52,0.49,0.00,0.00,0.66,0.23%
#128,65536,LLaMA-150B-GQA,64,1,8,1,16,1,1,16,6,1,no,41.37,6.50,13.00,20.92,0.24,0.00,0.00,0.70,0.24%
#128,131072,LLaMA-150B-GQA,32,1,8,1,16,1,1,16,6,1,no,63.24,6.50,13.00,41.84,0.49,0.00,0.00,1.41,0.49%
