#GPUs,s,Model,B,b,t,c,p,e,d,n,v,l,recompute,Peak Memory (GiB),Parameter+Gradient Memory (GiB),Optimizer Memory (GiB),Activation Memory (GiB),Output Memory (GiB),Recomputed Memory (GiB),KV Cache Memory (GiB),KV Gradient Memory (GiB),Bubble Ratio
#128,131072,LLaMA-150B-GQA,32,1,8,2,8,1,1,1,12,1,full,49.72,13.97,13.97,19.31,0.00,2.47,0.00,0.00,1.79%
#128,131072,LLaMA-150B-GQA,32,1,8,2,4,1,2,1,24,1,full,61.28,26.84,13.42,18.56,0.00,2.47,0.00,0.00,0.78%
#128,131072,LLaMA-150B-GQA,32,1,8,4,4,1,1,1,24,1,full,50.77,26.84,13.42,9.28,0.00,1.23,0.00,0.00,0.39%
#128,262144,LLaMA-150B-GQA,16,1,8,4,4,1,1,1,24,1,full,61.28,26.84,13.42,18.56,0.00,2.47,0.00,0.00,0.78%
#128,262144,LLaMA-70B-GQA,16,1,2,8,8,1,1,1,10,1,full,59.24,26.84,6.71,21.75,0.00,3.94,0.00,0.00,4.19%
#128,262144,LLaMA-70B-GQA,16,1,4,4,8,1,1,1,10,1,full,45.82,13.42,6.71,21.75,0.00,3.94,0.00,0.00,4.19%
#128,262144,LLaMA-70B-GQA,16,1,4,4,4,1,2,1,20,1,full,56.41,25.37,6.34,20.75,0.00,3.94,0.00,0.00,1.84%
#128,262144,LLaMA-70B-GQA,16,1,4,8,4,1,1,1,20,1,full,44.06,25.37,6.34,10.38,0.00,1.97,0.00,0.00,0.93%
#128,262144,LLaMA-70B-GQA,16,1,8,2,8,1,1,1,10,1,full,39.11,6.71,6.71,21.75,0.00,3.94,0.00,0.00,4.19%
#128,262144,LLaMA-70B-GQA,16,1,8,2,4,1,2,1,20,1,full,43.72,12.69,6.34,20.75,0.00,3.94,0.00,0.00,1.84%
#128,262144,LLaMA-70B-GQA,16,1,8,4,4,1,1,1,20,1,full,31.37,12.69,6.34,10.38,0.00,1.97,0.00,0.00,0.93%
#128,524288,LLaMA-70B-GQA,8,1,4,8,4,1,1,1,20,1,full,56.41,25.37,6.34,20.75,0.00,3.94,0.00,0.00,1.84%
128,524288,LLaMA-70B-GQA,8,1,8,4,4,1,1,1,20,1,full,43.72,12.69,6.34,20.75,0.00,3.94,0.00,0.00,1.84%
