#GPUs,s,Model,B,b,t,c,p,e,d,n,v,l,recompute,Peak Memory (GiB),Parameter+Gradient Memory (GiB),Optimizer Memory (GiB),Activation Memory (GiB),Output Memory (GiB),Recomputed Memory (GiB),KV Cache Memory (GiB),KV Gradient Memory (GiB),Bubble Ratio
## NP=256
#128,262144,Mixtral-8x7B,4,1,1,16,4,8,2,4,8,1,no,45.14
#128,262144,Mixtral-8x7B,4,1,1,16,4,8,2,8,8,1,no,45.14
#128,524288,Mixtral-8x7B,2,1,1,16,8,8,1,8,4,1,no,46.78
#128,524288,Mixtral-8x7B,2,1,1,16,8,8,1,16,4,1,no,46.78
## NP=512
#128,262144,Mixtral-8x7B,4,1,1,16,4,8,2,4,8,1,no,44.12
#128,262144,Mixtral-8x7B,4,1,1,16,4,8,2,8,8,1,no,44.12
#128,524288,Mixtral-8x7B,2,1,1,8,16,8,1,16,2,1,partial+fc1,16.85
#128,524288,Mixtral-8x7B,2,1,1,8,16,8,1,32,2,1,partial+fc1,16.85
#128,524288,Mixtral-8x7B,2,1,1,16,8,8,1,8,4,1,no,45.75
#128,524288,Mixtral-8x7B,2,1,1,16,8,8,1,16,4,1,no,45.75
#128,524288,Mixtral-8x7B,2,1,1,32,4,8,1,4,8,1,no,44.12
#128,524288,Mixtral-8x7B,2,1,1,32,4,8,1,8,8,1,no,44.12
#128,65536,Mixtral-8x7B,64,1,1,16,4,8,2,1,1,8,no,50.21
#128,65536,Mixtral-8x7B,16,1,1,16,4,8,2,1,1,8,no,50.21
128,65536,Mixtral-8x7B,8,1,1,16,4,8,2,1,1,8,no,50.21
128,65536,Mixtral-8x7B,4,1,1,16,4,8,2,1,1,8,no,50.21
128,524288,LLaMA-70B-GQA,2,1,8,4,4,1,1,1,1,20,full,37.71
